Apellidos de autor|Nombre del autor|Segundo autor nombre y apellido|Título del libro|Tomo|Volumen|Num de edición|Reimpresión|Traducción|Lugar de edicion|Editorial -les|Colección|Número|Año|Número de páginas|Ilustraciones - Fotos - Cuadros - Mapas|Cantidad
Secretaría de Educación Pública|||Quintana Roo|||Primera|||México|Secretaría de Educación Pública|Sistema educativo|||113 pp.|Cuad - Mps|
Secretaría de Educación Pública|||Sinaloa|||Primera|||México|Secretaría de Educación Pública|Sistema educativo|||160 pp.|Ilus - Cuad - Mps|
Secretaría de Educación Pública|||Durango|||Primera|||México|Secretaría de Educación Pública|Sistema educativo||1975|153 pp.|Cuad - Mps|
Secretaría de Educación Pública|||Tlaxcala|||Primera|||México|Secretaría de Educación Pública|Sistema educativo||1975|126 pp.|Cuad - Mps|
Secretaría de Educación Pública|||Baja California Sur|||Primera|||México|Secretaría de Educación Pública|Sistema educativo||1975|110 pp.|Cuad - Mps|
Secretaría de Educación Pública|||Veracruz|||Primera|||México|Secretaría de Educación Pública|Sistema educativo||1974|241 pp.|Cuad - Mps|
Secretaría de Educación Pública|||Desarrollo del sistema de educación tecnológica 1980-1990|||Primera|||México|Secretaría de Educación Pública|||1980|183 pp.|Cuad - Mps|
Presidencia de la República|||Educación|||Primera|||México|COPLAMAR|Mínimos de bienestar|3|1979|181 pp.|Cuad - Mps|
Secretaría de Educación Pública|||Guía didáctica del maestro para el manejo del libro del niño en educación preescolar bilingüe y bicultural|||Primera|||México|Secretaría de Educación Pública|||1981|31 pp.|Ilus|
Cadilla de Ruibal|Carmen Alicia||Kico coqui. El recibimiento en Nueva York.|5||Primera|||Nueva York|Northeast Center for Curriculum Development|||1975||Ilus|
Cadilla de Ruibal|Carmen Alicia||Kico coqui. En San Juan.|3||Primera|||Nueva York|Northeast Center for Curriculum Development|||1975||Ilus|
Cadilla de Ruibal|Carmen Alicia||Kico coqui. Fiesta en Loiza aldea.|2||Primera|||Nueva York|Northeast Center for Curriculum Development|||1975||Ilus|
Rodríguez|Aurea|Carmen Puigdollers|Leyendas puertorriqueñas|||Primera|||Nueva York|Northeast Center for Curriculum Development||||36 pp.|Ilus|
Severino Mauna|Nelso||Algunos temas de educación de adultos|||Primera|||México|Centro Nacional de Productividad de México|||1979|16 pp.||
|||La educación en España. Bases para una política educativa.|||Primera|||Madrid|Ministerio de Educación y Ciencia|||1969|244 pp.|Cuad|
Calvo|Beatriz||El estudiante normalista: su origen de clase y su relación con el Estado|||Primera|||México|Universidad Iberoamericana|Documentos de trabajo|||48 pp.|Cuad|
Secretaría de Educación Pública|||Educación preescolar indígena|||Primera|||México|Secretaría de Educación Pública|||1983|65 pp.|Ilus - Fts|
Havighurst|Robert J.|et. al.|Las actitudes personales y sociales de adolescentes de Buenos Aires y de Chicago|||Primera|||Washington, D.C.|Unión Panamericana|||1963|120 pp.|Cuad|
Ministry of Education and Science|||Report educational form in Spain|||Primera|||Madrid|Ministry of Education and Science|||1971|33 pp.|Cuad|
|||Informe anual de labores 1981-1982|||Primera|||México|Secretaría de Educación Pública - Consejo Nacional de Fomento Educativo - Instituto Nacional Indigenista|||1982|90 pp.|Cuad|
US Commission on Civil Rights|||Toward quality education for mexican americans|||Primera|||Washington, D.C.|US Commission on Civil Rights|||1974|98 pp.|Fts - Cuad|
US Commission on Civil Rights|||A better chance to learn: bilingual-bicultural education|||Primera|||Washington, D.C.|US Commission on Civil Rights|||1975|254 pp.||
Cohen|Allen Stephen||La estrella perdida|||Primera|||Nueva York|Northeast Center for Curriculum Development|||||Ilus|
Cohen|Allen Stephen||The missing star|||Primera|||Nueva York|Northeast Center for Curriculum Development|||||Ilus|
García-Bedoy|Humberto||El papel social de la educación en américa latina: crítica al pensamiento de J. Medina Echavarría|||Primera|||México|Universidad Iberoamericana||||17 pp.||
|||Un año nuevo distinto|||Primera|||La Habana [Cuba]|Pueblo y Educación|La vida de mi patria||1972|23 pp.|Ilus|
|||Así se forman los héroes|||Primera|||La Habana [Cuba]|Pueblo y Educación|La vida de mi patria||1972|28 pp.|Ilus|
|||El titán de bronce|||Primera|||La Habana [Cuba]|Pueblo y Educación|La vida de mi patria||1973|31 pp.|Ilus|
|||El pulpo|||Primera|||La Habana [Cuba]|Pueblo y Educación|La vida de mi patria||1972|30 pp.|Ilus|
|||¡Y los muros cayeron!...|||Primera|||La Habana [Cuba]|Pueblo y Educación|La vida de mi patria||1972|29 pp.|Ilus|
|||La ciudad antorcha|||Primera|||La Habana [Cuba]|Pueblo y Educación|La vida de mi patria||1972|15 pp.|Ilus|
|||Un crimen de los voluntarios españoles|||Primera|||La Habana [Cuba]|Pueblo y Educación|La vida de mi patria||1972|22 pp.|Ilus|
|||La cajita de los secretos|||Primera|||La Habana [Cuba]|Pueblo y Educación|La vida de mi patria||1972|29 pp.|Ilus|
|||La pluma olvidada|||Primera|||La Habana [Cuba]|Pueblo y Educación|La vida de mi patria|||16 pp.|Ilus|
|||Azuquín y sacarín|||Primera|||La Habana [Cuba]|Pueblo y Educación|La vida de mi patria||1972|23 pp.|Ilus|
|||Un 20 de enero…|||Primera|||La Habana [Cuba]|Pueblo y Educación|La vida de mi patria||1972|30 pp.|Ilus|
|||José Antonio|||Primera|||La Habana [Cuba]|Pueblo y Educación|La vida de mi patria||1972|28 pp.|Ilus|
|||Maestra de Cuba, de América, del mundo|||Primera|||La Habana [Cuba]|Pueblo y Educación|La vida de mi patria||1973|23 pp.|Ilus|
|||Flores en el mar|||Primera|||La Habana [Cuba]|Pueblo y Educación|La vida de mi patria||1972|26 pp.|Ilus|
|||Lazos de gloria|||Primera|||La Habana [Cuba]|Pueblo y Educación|La vida de mi patria||1972|29 pp.|Ilus|
|||La rueda del tiempo|||Primera|||La Habana [Cuba]|Pueblo y Educación|La vida de mi patria||1972|20 pp.|Ilus|
Molinary|Samuel||Corrientes de la educación primaria en américa latina|||Primera|||Washington, D.C.|Organización de los Estados Americanos|||1964|58 pp.||
|||Informe final (Provisional)|||Primera|||México|Unión Panamericana - Secretaría de Educación Pública|||1965|41 pp.||
|||Conclusiones y recomendaciones sobre la educación media formuladas en seminarios y reuniones interamericanas|||Primera|||México|Unión Panamericana - Secretaría de Educación Pública|||1965|73 pp.||
Waisanen|F.B.|Hideya Kumata|Education, functional literacy and participation development|||Primera|||Michigan|Michigan State University|||1969|18 pp.|Cuad|
|||Bases para el planeamiento de la educación técnica|||Primera|||Washington, D.C.|Unión Panamericana - Secretaría de Educación Pública|||1965|50 pp.||
|||Definiciones sobre educación media|||Primera|||Washington, D.C.|Unión Panamericana|||1965|5 pp.||
|||Acción de la OEA en el campo de la ciencia y la tecnología|||Primera|||Washington, D.C.|Unión Panamericana - Secretaría de Educación Pública|||1965|14 pp.|Cuad|
|||Corrientes de la educación media en américa latina 1934-1964|||Primera|||Washington, D.C.|Unión Panamericana - Secretaría de Educación Pública|||1963|49 pp.||
|||El problema|||Primera|||Washington, D.C.||||1965|31 pp.||
|||El maestro en psicología: orientador vocacional|||Primera|||México|Unión Panamericana - Secretaría de Educación Pública|||1965|4 pp.||
Adiseshiah|Malcolm S.||The link between literacy and adult education|||Primera|||Madras|UNESCO|||1969|7 pp.||
|||Report of the first session|||Primera|||Paris|UNESCO|||1968|26 pp.||
|||Racial and ethnic survey. Fal 1977|||Primera|||Los Ángeles|Los Angeles Unified School District|||1978|265 pp.|Cuad - Mps|
Carbó|Teresa|Luz Elena Galván|De la cámara de diputados a San Lorenzo Tlacotepec|||Primera|||México|Centro de Investigaciones y Estudios Superiores en Antropología Social|Cuadernos de la casa chata|41|1981|119 pp.||
Cadilla de Ruibal|Carmen Alicia||Kiko Coqui. Como en los cuentos.|||Primera|||Washington, D.C.|Northeast Center for Curriculum Development|||1975||Ilus|
Decordes|V.||El jardín de infancia en la escuela Decroly|||Primera||Trad. Por D. Jacobo Orellana Garrido y D. Leandro Orellana y Moreno|Bélgica|Teide|||1957|62 pp.|Ilus - Cuad|
Benjamin|Walter||Reflexiones sobre niños, juguetes, libros infantiles, jóvenes y educación|||Primera||Trad. Por Juan J. Thomas|Argentina|Ediciones Nueva Visión|Fichas|39|1974|134 pp.|Fts|
Martí|José||La muñeca negra|||Primera|||Wisconsin|Curricculum Adaptation Network for Bilingual Bicultural Education|||1975|24 pp.|Ilus|
Delgado|Concha||César Chávez. Apostle of non-violence|||Primera|||Oakland|Bay Area Bilingual Education League - Bilingual Alternatives for Secondary Teachers and Aides||||30 pp.|Ilus|
|||Santiago Atitlán: Graves amenazas penden nuevamente sobre sus moradores|||Primera|||Guatemala|Comisión de Derechos Humanos de Guatemala|||1986|3 pp.|Fts - Mps|
|||Análisis de la situación de los niños indígenas y niños jornaleros agrícolas|||Primera|||Oaxaca|Universidad Pedagógica Nacional - Colectivo Mexicano de Apoyo a la Niñez|Memorias||1995|227 pp.|Ilus|
|||Cursos introductorios a las licenciaturas de la Escuela Nacional de Antropología e Historia|||Primera|||México|Escuela Nacional de Antropología e Historia|||1995|223 pp.|Ilus - Fts - Cuad - Mps|
|||Anales del Instituto Nacional de Antropología e Historia|I||Primera|||México|Instituto Nacional de Antropología e Historia|||1947|355 pp.|Ilus - Fts - Cuad - Mps|
|||Anales del Instituto Nacional de Antropología e Historia|II||Primera|||México|Instituto Nacional de Antropología e Historia|||1947|472 pp.|Ilus - Fts - Cuad - Mps|
Cruz|Lupe||Las gallinas gordas y las flacas|||Primera|||Oakland|Bay Area Bilingual Education League|||||Ilus|
Barnett|Anthony||La especie humana|||Primera||Trad. Por Francisco González Aramburo|México|Fondo de Cultura Económica|Colección Popular|78|1966|405 pp.|Ilus - Fts - Cuad - Mps|
|||Programa para modernización de la educación indígena|||Primera|||México|Secretaría de Educación Pública|||1990|68 pp.|Ilus - Cuad|
