Apellidos de autor|Nombre del autor|Segundo autor nombre y apellido|Coordinador/Compilador/ Editor|Título del libro|Tomo|Volumen|Núm de edición|Reimpresión|Traducción|Lugar de edición|Editorial -les|Colección|Número|Año|Número de páginas|Ilustraciones - Fotos - Cuadros - Mapas|Cantidad
Mier|Marta|Cecilia A. Rabell||La mortalidad intrauterina en México|||Primera|||México, D.F|UNAM|||1982|77|Cuadros|
Winfield Capitain|Fernando|||Los cimarrones de Mazateopan|||Primera|||Xalapa, Ver.|Gobierno del Estado de Veracruz|||1992|318||
Winfield Capitain|Fernando||Compilador|Esclavos en el archivo notarial de Xalapa, Veracruz. 1668-1699|||Primera|||Xalapa, Ver.|Universidad Veracruzana|||1984|124||
Stevenson Weldon Vernon|Ida|||Pedro de Valdivia, Conquistador of Chile|||Primera|||Austin|The University of Texas Press|||1946|193|Ilustraciones|
Wei-P´ing|Dr. Wu|||Chinese Acupuncture|||Primera||Trad. Por Philip M. Chancellor|Denington Estate, Wellingborough|Health Science Press|||1962|181|Ilustraciones|
||||Primer congreso de la cultura del Estado de Hidalgo|||Primera|||[Hidalgo]|Universidad Autónoma de Hidalgo|||1970|294|Fotos|
Mead|Margaret|||Antropología, la ciencia del hombre|||Primera||Trad. Por Alfredo Llanos|Buenos Aires|Ediciones Siglo Veinte|||1971|211||
Altamirano |Graziella|Guadalupe Villa||Chihuahua. Una historia compartida 1824-1921|||Primera|||México, D.F|Instituto de Investigaciones Dr. José María Luis Mora|||1988|416||
Altamirano |Graziella|Guadalupe Villa|Compiladoras|Chihuahua. Una historia compartida 1824-1921|||Primera|||México, D.F|Instituto de Investigaciones Dr. José María Luis Mora|||1988|1023||
Mathes|Miguel||Compilador|Baja California|II||Primera|||México, D.F|Instituto de Investigaciones Dr. José María Luis Mora|||1988|523||
Aboites Aguilar |Luis|||Norte Precario. Poblamiento y colonización en México (1760-1940)|||Primera|||México, D.F|CIESAS-El Colegio de México|||1995|312|Cuadros|
Cuevas Arámbu|Mario||Compilador|Sonora. Textos de Historia|||Primera|||México, D.F|Instituto de Investigaciones Dr. José María Luis Mora||1|1989|260|Cuadros|
Cuevas Arámbu|Mario||Compilador|Sonora. Textos de Historia|||Primera|||México, D.F|Instituto de Investigaciones Dr. José María Luis Mora||2|1989|472|Cuadros|
Cuevas Arámbu|Mario||Compilador|Sonora. Textos de Historia|||Primera|||México, D.F|Instituto de Investigaciones Dr. José María Luis Mora||3|1989|393|Cuadros|
Pérez de la Riva|Juan|||La isla de Cuba en el siglo XIX vista por los extranjeros |||Primera|||La Habana, Cuba|Editorial de Ciencias Sociales|||1981|265|Fotos|
